94.347596,260.887742,360.879898,219.601393,65.045953,225.118995,261.24537,151.429772,336.848497,277.795196,377.679467,133.963823,94.83099,91.611147,154.044032,181.745887,95.506907,134.522319,137.599707,38.210154,110.594034,147.233605,225.169063,290.091038,259.771347,269.324183,125.442147,114.593506,37.074089,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
88.509917,204.29194,425.269604,595.979691,252.383947,580.142736,710.107684,515.848398,391.506553,434.880853,391.435623,264.75966,449.809432,142.053962,362.432599,475.298762,184.308887,224.514604,159.150362,126.290321,72.768331,267.981291,315.019488,459.510684,425.438285,220.990181,254.364014,186.606646,1.07348,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
83.521605,200.420618,194.872022,487.094522,692.98923,919.568539,672.30463,845.853686,840.563774,545.914173,439.82923,551.416278,564.611554,541.998148,473.288894,386.238098,423.623323,449.298024,265.559554,171.090961,79.812407,180.343986,408.950448,622.400641,504.143834,321.30003,139.372945,134.097934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
126.312375,113.115311,138.882995,181.673765,450.408459,702.802539,677.872896,656.791925,847.924948,605.584979,699.051619,699.571371,389.57417,367.321968,474.041104,274.398327,254.107714,388.823152,269.892812,213.904381,158.397555,163.415074,358.046889,611.740947,512.161851,445.611477,194.646716,22.399426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
126.312375,142.053962,136.339664,157.794952,172.88208,298.155546,309.607387,391.876101,468.692183,420.234203,476.880074,582.147241,567.080975,330.291986,361.118913,299.367905,314.550996,314.550996,323.345661,274.325013,229.57623,242.773294,433.507562,579.118133,378.870368,425.391793,306.792855,80.208182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
189.276338,203.782916,189.276338,205.017328,156.559348,159.029365,203.780532,174.770355,204.946399,234.538913,279.874206,347.921848,316.439271,344.218016,312.103629,316.417217,376.257896,443.794131,506.474376,387.566686,319.520235,371.314287,350.418091,524.149537,392.721891,267.281532,318.946242,97.113252,0.0,0.0,0.0,0.0,0.0,0.787973,0.581741,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
264.858603,267.981291,280.599594,280.599594,271.225572,269.218683,296.339989,205.017328,253.546834,277.495384,266.818404,271.105766,312.080979,352.934599,551.275611,491.479635,524.732471,648.889542,406.527519,356.15325,470.62993,601.038933,475.738049,470.772386,500.973463,418.396592,216.233134,272.780061,41.24701,0.0,0.0,0.0,2.170801,6.840825,9.72867,1.269579,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
343.610644,378.168821,372.45512,378.168821,301.234126,404.638648,412.123203,230.904222,363.734365,330.946445,357.41508,368.14332,390.060544,410.376191,437.310338,527.978539,488.355756,470.167994,494.072437,393.910408,456.150174,456.873775,516.571403,548.7746,519.134998,390.129685,371.264815,330.946445,116.710663,8.913279,0.0,0.0,16.950369,44.154525,52.306652,56.582093,21.470785,18.429756,0.0,17.470717,28.480291,0.0,0.0,0.0,20.646453,0.0,0.0,0.0,0.0,0.0,
467.649698,465.713739,439.945459,473.851562,389.598608,375.627875,438.126922,424.226522,262.386799,334.652066,528.677702,463.775396,472.615361,497.195125,459.9756,542.48035,512.936711,522.403121,537.516475,488.355756,512.936711,589.078069,456.873775,456.873775,465.713739,329.84972,272.945166,257.954001,85.620284,9.778142,30.860305,22.697449,43.093562,98.032355,87.347627,78.775287,51.106215,35.045147,55.965781,70.046186,90.904236,52.940249,11.500716,63.355565,106.272697,74.154139,51.311255,17.226338,19.381642,0.0,
582.8017,558.270216,574.011803,697.448254,583.50265,535.579324,524.31643,501.673818,472.081304,348.04225,432.804823,468.979478,535.507798,544.369221,561.372042,623.074174,647.605658,574.011803,567.060709,541.921854,520.396233,574.011803,582.8017,567.060709,575.851798,251.097679,126.312375,147.767663,39.469004,23.075938,31.866431,63.319206,70.355535,125.701427,101.026297,141.182542,51.69332,72.892308,89.713931,40.847659,165.269375,114.774704,43.937564,152.959824,110.334158,173.469782,157.51183,189.531446,185.350776,91.140866,
